Course 1,Course 2,Take C1 Only,Take C1 Only Passed,Take Both,Take Both Passed C1,R(C1 only),R(Both),Toxic Or Synergistic
CHE 230,PS  101,8355,6368,63,47,0.762178336,0.746031746,0.01614659
PHI 130,CLA 135,4271,3713,109,93,0.86935144,0.853211009,0.016140431
STA 210,TA  390,21181,18497,42,36,0.873282659,0.857142857,0.016139802
EQM 105,CIS 111,548,528,57,54,0.96350365,0.947368421,0.016135229
PHI 120,MGT 301,11685,9177,91,70,0.785365854,0.769230769,0.016135084
PS  210,SPA 101,4446,3754,163,135,0.844354476,0.828220859,0.016133617
EE  415G,MA  322,582,534,71,64,0.917525773,0.901408451,0.016117322
EE  280,CS  216,1738,1294,556,405,0.744533947,0.728417266,0.016116681
ANT 102,ANT 160,1309,1117,43,36,0.853323147,0.837209302,0.016113845
KHP 101,PSY 100,931,897,57,54,0.963480129,0.947368421,0.016111708
DHN 101,FIN 250,3594,3420,62,58,0.951585977,0.935483871,0.016102106
EDC 329,A-E 200,1576,1543,81,78,0.979060914,0.962962963,0.016097951
ANT 101,SW  124,5395,4729,43,37,0.876552363,0.860465116,0.016087247
NFS 312,PGY 206,457,452,148,144,0.989059081,0.972972973,0.016086108
SOC 101,ME  151,15191,13027,82,69,0.857547232,0.841463415,0.016083817
ENG 104,SPA 101,12136,10563,302,258,0.87038563,0.854304636,0.016080994
MA  213,CE  211,6490,4928,370,275,0.759322034,0.743243243,0.016078791
A&S 100,MUC 192,7076,5863,32,26,0.828575466,0.8125,0.016075466
CHE 233,SPA 102,4840,4528,149,137,0.93553719,0.919463087,0.016074103
FAM 544,HES 400,214,207,41,39,0.96728972,0.951219512,0.016070207
CS  101,A-H 106,5425,4608,42,35,0.849400922,0.833333333,0.016067588
KHP 250,KHP 200,544,535,92,89,0.983455882,0.967391304,0.016064578
FAM 253,PHI 120,2454,2243,147,132,0.91401793,0.897959184,0.016058746
KHP 112,MA  111,795,761,34,32,0.957232704,0.941176471,0.016056234
ECO 202,AST 191,14116,11393,268,212,0.807098328,0.791044776,0.016053552
ME  325,BAE 402,976,829,126,105,0.849385246,0.833333333,0.016051913
MGT 450,CLA 131,974,964,38,37,0.98973306,0.973684211,0.016048849
SOC 101,WRD 111,8695,7567,686,586,0.87027027,0.854227405,0.016042865
MUC 174,MUP 202,309,305,69,67,0.987055016,0.971014493,0.016040523
MGT 320,MGT 341,1803,1783,258,251,0.988907377,0.972868217,0.01603916
AST 191,NFS 101,4297,3257,62,46,0.757970677,0.741935484,0.016035193
MA  112,CHE 111,1197,774,268,169,0.646616541,0.630597015,0.016019526
ANT 160,MA  109,13709,12341,924,817,0.90021154,0.884199134,0.016012406
A-S 215,A-S 103,296,275,46,42,0.929054054,0.913043478,0.016010576
PHY 213,PGY 207,4606,4261,33,30,0.925097699,0.909090909,0.01600679
COM 181,CHE 195,5161,4706,48,43,0.911838791,0.895833333,0.016005458
COM 181,PLS 104,5161,4706,48,43,0.911838791,0.895833333,0.016005458
STA 210,ENG 191,13847,12130,100,86,0.876002022,0.86,0.016002022
EDS 589,EDC 339,11,11,125,123,1,0.984,0.016
PHI 130,GLY 130,2903,2512,73,62,0.865311746,0.849315068,0.015996678
EDP 202,MA  111,4268,4049,104,97,0.94868791,0.932692308,0.015995602
KHP 263,EDP 202,169,158,37,34,0.934911243,0.918918919,0.015992324
CIS 300,ACC 201,3607,3494,317,302,0.968672027,0.952681388,0.015990639
GLY 150,A-H 106,2078,1642,31,24,0.790182868,0.774193548,0.01598932
B&E 104,COM 249,3394,3379,49,48,0.995580436,0.979591837,0.015988599
B&E 104,GEO 160,3394,3379,49,48,0.995580436,0.979591837,0.015988599
LIS 510,ENG 280,828,756,68,61,0.913043478,0.897058824,0.015984655
FAM 253,FAM 352,595,521,57,49,0.875630252,0.859649123,0.015981129
FAM 357,FAM 390,856,799,109,100,0.933411215,0.917431193,0.015980022
UK  101,EQM 101,23042,21586,240,221,0.936811041,0.920833333,0.015977707
MA  111,ANT 101,13609,11480,261,216,0.843559409,0.827586207,0.015973202
CE  381,CE  471G,750,741,143,139,0.988,0.972027972,0.015972028
FAM 253,BIO 102,2391,2194,61,55,0.917607696,0.901639344,0.015968351
FIN 423,ACC 507,1810,1696,38,35,0.937016575,0.921052632,0.015963943
MA  213,CHE 226,6796,5154,66,49,0.758387287,0.742424242,0.015963044
MUS 100,GEO 109,5956,5470,82,74,0.918401612,0.902439024,0.015962587
A&S 350,FIN 300,3469,3325,87,82,0.958489478,0.942528736,0.015960743
HES 400,MAT 547,418,412,33,32,0.985645933,0.96969697,0.015948963
PHY 231,CS  275,7346,6123,148,121,0.833514838,0.817567568,0.01594727
CHE 230,COM 252,8280,6312,138,103,0.762318841,0.746376812,0.015942029
MA  214,EM  221,4278,3152,1218,878,0.736792894,0.720853859,0.015939035
BIO 198,BIO 148,72,70,183,175,0.972222222,0.956284153,0.015938069
NFS 101,SOC 101,4253,3938,200,182,0.925934634,0.91,0.015934634
JOU 330,JOU 303,885,871,63,61,0.984180791,0.968253968,0.015926823
NFS 403,ACC 201,385,381,38,37,0.98961039,0.973684211,0.015926179
MGT 341,MKT 310,1117,1076,38,36,0.963294539,0.947368421,0.015926118
CHE 113,PSY 215,11427,9845,149,126,0.861555964,0.845637584,0.01591838
ASC 420G,ASC 378,229,224,53,51,0.978165939,0.962264151,0.015901788
SPA 101,ECO 391,7421,6272,82,68,0.845169115,0.829268293,0.015900822
STA 210,ARC 213,10137,8850,35,30,0.873039361,0.857142857,0.015896504
CS  101,HMT 210,3023,2542,40,33,0.840886537,0.825,0.015886537
AAD 150,MUS 171,363,321,38,33,0.884297521,0.868421053,0.015876468
CE  517,CE  533,116,116,63,62,1,0.984126984,0.015873016
NUR 855,NUR 854,7,7,63,62,1,0.984126984,0.015873016
BAE 402,BAE 447,62,62,189,186,1,0.984126984,0.015873016
UK  101,PLS 104,27496,25772,140,129,0.937299971,0.921428571,0.015871399
PSY 100,KHP 190,27446,22781,113,92,0.830029877,0.814159292,0.015870585
KHP 240,CHE 111,2535,2361,71,65,0.931360947,0.915492958,0.015867989
KHP 240,KHP 190,2201,2052,371,340,0.932303498,0.916442049,0.01586145
MA  111,CHE 104,8977,7649,116,97,0.852066392,0.836206897,0.015859495
STA 210,ENG 330,20953,18292,84,72,0.87300148,0.857142857,0.015858622
UK  100,PHI 130,1795,1573,43,37,0.87632312,0.860465116,0.015858003
SOC 101,FAM 253,11497,9969,121,103,0.867095764,0.851239669,0.015856095
MA  123,COM 315,10961,8166,48,35,0.745005018,0.729166667,0.015838351
SOC 101,PS  101,18043,15597,786,667,0.864434961,0.848600509,0.015834452
EDS 513,LIS 510,536,512,33,31,0.955223881,0.939393939,0.015829941
CIS 111,SOC 180,10473,9877,55,51,0.94309176,0.927272727,0.015819032
ENG 205,PHI 120,648,557,64,54,0.859567901,0.84375,0.015817901
ENG 102,PSY 100,1102,962,112,96,0.872958258,0.857142857,0.015815401
FAM 254,NFS 101,321,302,40,37,0.940809969,0.925,0.015809969
BIO 148,ABT 201,6433,4986,54,41,0.775066066,0.759259259,0.015806806
CIS 300,ECO 410,3866,3743,42,40,0.96818417,0.952380952,0.015803217
KHP 190,BIO 155,2742,2685,82,79,0.979212254,0.963414634,0.01579762
SW  300,SW  450,789,761,39,37,0.964512041,0.948717949,0.015794092
COM 325,COM 591,1550,1504,66,63,0.970322581,0.954545455,0.015777126
MA  194,MUS 123,3940,3069,38,29,0.77893401,0.763157895,0.015776115
SOC 101,MUS 220,9119,7823,38,32,0.857879153,0.842105263,0.01577389
B&E 103,ACC 300,2732,2724,107,105,0.997071742,0.981308411,0.015763331
GEO 300,GEO 305,121,104,32,27,0.859504132,0.84375,0.015754132
SPA 103,PHI 130,2328,2106,45,40,0.904639175,0.888888889,0.015750286
MKT 300,BIO 103,16107,14796,175,158,0.918606817,0.902857143,0.015749674
KHP 157,KHP 573,477,455,97,91,0.953878407,0.93814433,0.015734077
SOC 350,PS  101,2078,1786,32,27,0.859480269,0.84375,0.015730269
PGY 207,ANA 209,670,629,143,132,0.93880597,0.923076923,0.015729047
DHN 101,PSY 312,4387,4135,41,38,0.942557556,0.926829268,0.015728288
A-S 001,A-H 101,399,349,78,67,0.874686717,0.858974359,0.015712358
COM 252,ENG 107,5483,4895,122,107,0.892759438,0.87704918,0.015710258
COM 252,ENG 102,4768,4358,59,53,0.914010067,0.898305085,0.015704982
WRD 203,MA  123,5075,4550,235,207,0.896551724,0.880851064,0.01570066
MKT 300,PSY 215,16279,14954,103,93,0.918606794,0.902912621,0.015694173
UK  201,GEO 160,1190,1067,42,37,0.896638655,0.880952381,0.015686275
PHY 211,CHE 113,6919,5957,265,224,0.860962567,0.845283019,0.015679548
CLA 131,SPA 103,13811,13281,37,35,0.961624792,0.945945946,0.015678846
A-S 280,ACC 202,3180,2821,70,61,0.887106918,0.871428571,0.015678347
DHN 101,ANA 209,3782,3598,171,160,0.951348493,0.935672515,0.015675978
B&E 201,EES 150,1799,1673,35,32,0.929961089,0.914285714,0.015675375
A-E 200,HIS 108,2060,2020,114,110,0.980582524,0.964912281,0.015670244
FAM 350,MAT 237,441,415,67,62,0.941043084,0.925373134,0.01566995
ASC 395,ASC 378,88,87,37,36,0.988636364,0.972972973,0.015663391
MA  110,SOC 101,4202,2687,311,194,0.639457401,0.623794212,0.015663189
CHE 233,STA 210,3698,3462,151,139,0.93618172,0.920529801,0.015651919
JOU 330,JOU 301,851,838,97,94,0.984723854,0.969072165,0.015651689
WRD 112,PS  235,1528,1484,45,43,0.971204188,0.955555556,0.015648633
CHE 195,PHI 100,1941,1676,46,39,0.863472437,0.847826087,0.01564635
GEO 130,KHP 120,4271,3173,33,24,0.74291735,0.727272727,0.015644622
UK  101,A-S 102,27470,25748,166,153,0.937313433,0.921686747,0.015626686
SOC 304,SOC 334,633,464,46,33,0.733017378,0.717391304,0.015626073
SPA 310,SPA 313,576,537,36,33,0.932291667,0.916666667,0.015625
KHP 371,KHP 369,12,12,128,126,1,0.984375,0.015625
KHP 369,KHP 371,8,8,128,126,1,0.984375,0.015625
GER 101,PSY 100,2251,1944,125,106,0.863616171,0.848,0.015616171
GEO 135,UK  101,217,176,88,70,0.811059908,0.795454545,0.015605362
ENG 230,SPA 202,6126,5426,77,67,0.885732942,0.87012987,0.015603071
GEO 222,UK  101,1318,990,121,89,0.751138088,0.73553719,0.015600898
MGT 301,SPA 101,14209,12837,107,95,0.903441481,0.887850467,0.015591013
ESL 130,CHE 105,197,186,42,39,0.944162437,0.928571429,0.015591008
MUS 100,CLD 102,13173,12061,40,36,0.915584909,0.9,0.015584909
MUC 190,WRD 110,628,608,253,241,0.968152866,0.95256917,0.015583696
PS  235,ANT 230,2946,2367,33,26,0.803462322,0.787878788,0.015583534
PHI 120,CIS 110,6529,5233,341,268,0.801500996,0.785923754,0.015577242
ISC 321,PHI 334,1193,1168,219,211,0.979044426,0.96347032,0.015574106
HON 205,ECO 391,899,884,31,30,0.983314794,0.967741935,0.015572859
PSY 223,PSY 100,8091,7318,45,40,0.904461748,0.888888889,0.015572859
UK  101,GER 103,7020,6530,82,75,0.93019943,0.914634146,0.015565284
EE  490,EE  538,130,129,43,42,0.992307692,0.976744186,0.015563506
MA  193,AMS 250,10441,7786,63,46,0.745714012,0.73015873,0.015555282
A&S 100,PSY 100,6438,5344,771,628,0.830071451,0.814526589,0.015544862
ENG 107,CLA 135,2763,2441,53,46,0.883460007,0.867924528,0.015535479
MGT 492,MGT 430,474,467,66,64,0.985232068,0.96969697,0.015535098
BIO 302,BIO 304,747,637,86,72,0.852744311,0.837209302,0.015535008
B&E 105,COM 281,5928,5032,54,45,0.848852901,0.833333333,0.015519568
MNG 371,MNG 302,87,84,40,38,0.965517241,0.95,0.015517241
JAT 399,JOU 499,1294,1276,68,66,0.986089645,0.970588235,0.015501409
ENG 104,CLD 102,12281,10685,55,47,0.870043156,0.854545455,0.015497702
PS  230,MA  111,981,800,40,32,0.815494393,0.8,0.015494393
FAM 352,SOC 101,1386,1337,59,56,0.964646465,0.949152542,0.015493922
GWS 201,GRN 250,1577,1470,72,66,0.932149651,0.916666667,0.015482985
HES 400,FIN 300,1441,1429,84,82,0.99167245,0.976190476,0.015481973
UK  110,MA  109,2228,1975,124,108,0.886445242,0.870967742,0.0154775
UK  101,ANT 242,27009,25349,65,60,0.938539006,0.923076923,0.015462082
CHE 231,MUS 123,5311,4862,70,63,0.915458482,0.9,0.015458482
ISP 599,ID  359,2709,2638,48,46,0.973791067,0.958333333,0.015457733
CS  215,SOC 101,2868,2224,50,38,0.775453278,0.76,0.015453278
ANT 160,FR  101,14499,13037,86,76,0.89916546,0.88372093,0.015444529
EE  101,WRD 110,618,560,183,163,0.906148867,0.890710383,0.015438485
COM 314,ECO 201,2547,2321,48,43,0.911268159,0.895833333,0.015434825
STA 381,MNG 303,1742,1508,207,176,0.865671642,0.850241546,0.015430096
WRD 110,GEO 135,7210,6420,48,42,0.890429958,0.875,0.015429958
STA 210,A-S 200,21039,18364,498,427,0.872855174,0.857429719,0.015425455
CS  315,CS  316,954,798,95,78,0.836477987,0.821052632,0.015425356
HMT 210,HES 100,376,366,119,114,0.973404255,0.957983193,0.015421062
DHN 301,FAM 352,294,292,45,44,0.993197279,0.977777778,0.015419501
DHN 315,HES 100,379,373,32,31,0.984168865,0.96875,0.015418865
BIO 103,UK  101,12907,10540,2515,2015,0.816611141,0.801192843,0.015418298
CLA 131,NUR 880,8231,7859,33,31,0.954805005,0.939393939,0.015411066
PSY 313,COM 314,2441,2167,47,41,0.887750922,0.872340426,0.015410496
FAM 502,FAM 360,207,199,37,35,0.961352657,0.945945946,0.015406711
CLM 351,HHS 102,123,122,85,83,0.991869919,0.976470588,0.01539933
MA  162,COM 101,8142,6762,238,194,0.830508475,0.81512605,0.015382424
WRD 110,MUS 123,14678,13069,176,154,0.890380161,0.875,0.015380161
HON 101,BIO 198,335,330,33,32,0.985074627,0.96969697,0.015377657
BIO 155,ANA 209,8208,7414,223,198,0.903265107,0.887892377,0.015372731
COM 252,KHP 190,11686,10530,35,31,0.901078213,0.885714286,0.015363928
PHI 120,KHP 120,11587,9103,74,57,0.785621818,0.77027027,0.015351547
EDC 317,A-E 578,856,846,37,36,0.988317757,0.972972973,0.015344784
FIN 300,MKT 330,9721,8722,127,112,0.897232795,0.881889764,0.015343031
BIO 350,PSY 100,2731,2326,55,46,0.851702673,0.836363636,0.015339037
GLY 110,COM 181,3437,2919,271,226,0.849287169,0.833948339,0.01533883
ENG 230,CIS 111,3561,3149,145,126,0.884302162,0.868965517,0.015336645
ECO 201,FR  101,23779,20330,106,89,0.854956054,0.839622642,0.015333412
BIO 155,GEO 160,8467,7656,45,40,0.904216369,0.888888889,0.015327481
STA 210,ENG 180,7800,6785,55,47,0.869871795,0.854545455,0.01532634
KHP 120,SOC 101,5370,5036,258,238,0.937802607,0.92248062,0.015321987
GEO 172,MA  109,2607,2111,287,228,0.809743,0.794425087,0.015317913
EDC 317,HIS 240,1762,1742,75,73,0.988649262,0.973333333,0.015315929
B&E 102,COM 181,1921,1912,50,49,0.99531494,0.98,0.01531494
HHS 102,HHS 443,413,406,31,30,0.983050847,0.967741935,0.015308912
PSY 430,PSY 314,454,418,74,67,0.920704846,0.905405405,0.01529944
HIS 109,GEO 261,4239,3668,40,34,0.865298419,0.85,0.015298419
EE  281,CS  315,826,798,61,58,0.966101695,0.950819672,0.015282023
EDC 330,EDC 317,195,194,49,48,0.994871795,0.979591837,0.015279958
EDC 343,EDC 317,195,194,49,48,0.994871795,0.979591837,0.015279958
MKT 330,MKT 430,884,872,104,101,0.986425339,0.971153846,0.015271493
PS  210,COM 101,4325,3644,110,91,0.842543353,0.827272727,0.015270625
MNG 303,MNG 575,438,431,32,31,0.984018265,0.96875,0.015268265
EDS 589,EDS 529,5,5,131,129,1,0.984732824,0.015267176
ANT 160,ASC 102,6120,5514,35,31,0.900980392,0.885714286,0.015266106
SPA 310,ECO 391,1523,1453,49,46,0.954038083,0.93877551,0.015262573
EM  302,CE  351,3220,2532,166,128,0.786335404,0.771084337,0.015251066
WRD 110,EQM 106,6912,6135,47,41,0.887586806,0.872340426,0.01524638
PS  391,STA 210,1340,1169,70,60,0.87238806,0.857142857,0.015245203
ECO 202,FR  101,14418,11634,48,38,0.806908032,0.791666667,0.015241365
PSY 223,HES 100,7896,7139,54,48,0.904128673,0.888888889,0.015239784
HON 105,MA  123,722,714,38,37,0.988919668,0.973684211,0.015235457
MKT 330,MGT 450,631,624,38,37,0.988906498,0.973684211,0.015222287
WRD 111,MUS 123,11617,10786,196,179,0.928466902,0.913265306,0.015201596
PS  235,ENG 104,2140,1688,106,82,0.788785047,0.773584906,0.015200141
ENG 104,SPA 102,12307,10709,131,112,0.870155196,0.854961832,0.015193364
EE  222,EE  380,570,535,235,217,0.938596491,0.923404255,0.015192236
PSY 333,PSY 394,429,394,31,28,0.918414918,0.903225806,0.015189112
PSY 100,MA  109,24244,20160,3398,2774,0.83154595,0.816362566,0.015183383
STA 291,GLY 120,6925,5821,63,52,0.840577617,0.825396825,0.015180792
CE  106,ENG 104,712,585,62,50,0.821629213,0.806451613,0.015177601
MKT 320,MAT 247,1716,1693,35,34,0.986596737,0.971428571,0.015168165
ASC 378,WRD 203,462,403,49,42,0.872294372,0.857142857,0.015151515
EQM 351,BIO 152,462,420,66,59,0.909090909,0.893939394,0.015151515
LIN 211,MAS 101,3102,2753,47,41,0.887491941,0.872340426,0.015151515
DIS 300,ECO 401,2331,2187,78,72,0.938223938,0.923076923,0.015147015
ACC 201,AEC 324,14255,9054,50,31,0.635145563,0.62,0.015145563
MKT 300,MUS 123,9690,8899,62,56,0.918369453,0.903225806,0.015143647
PSY 313,FR  201,4019,3480,67,57,0.865887037,0.850746269,0.015140768
ENG 102,BIO 103,1134,992,57,49,0.874779541,0.859649123,0.015130419
STA 210,KHP 200,22415,19552,140,120,0.872273031,0.857142857,0.015130174
FR  101,PHI 120,2993,2486,168,137,0.830604744,0.81547619,0.015128554
EQM 105,ECO 202,657,625,47,44,0.95129376,0.936170213,0.015123547
EDP 303,EES 160,285,282,39,38,0.989473684,0.974358974,0.01511471
SPA 101,PSY 312,7379,6236,100,83,0.845100962,0.83,0.015100962
EE  222,EE  280,755,706,50,46,0.935099338,0.92,0.015099338
PSY 100,BIO 101,9726,8161,125,103,0.839091096,0.824,0.015091096
PHY 232,PHI 130,5026,4176,38,31,0.830879427,0.815789474,0.015089953
FAM 250,MAT 247,479,432,53,47,0.901878914,0.886792453,0.015086462
ID  142,SOC 101,291,251,59,50,0.862542955,0.847457627,0.015085328
MA  123,GEO 172,18879,13500,160,112,0.715080248,0.7,0.015080248
BIO 111,CIS 111,1318,1250,45,42,0.948406677,0.933333333,0.015073343
SW  445,SW  435,618,608,32,31,0.98381877,0.96875,0.01506877
HSE 101,WRD 110,362,351,132,126,0.96961326,0.954545455,0.015067805
CLM 351,CLM 355,122,121,86,84,0.991803279,0.976744186,0.015059093
SPA 102,ECO 391,5387,4585,61,51,0.851123074,0.836065574,0.0150575
MUS 172,ENG 104,231,200,67,57,0.865800866,0.850746269,0.015054597
KHP 127,KHP 119,1252,1172,38,35,0.936102236,0.921052632,0.015049605
ECO 202,MA  113,14398,11621,101,80,0.80712599,0.792079208,0.015046782
MNG 575,MNG 303,162,129,32,25,0.796296296,0.78125,0.015046296
PSY 100,BIO 102,26310,21824,1024,834,0.829494489,0.814453125,0.015041364
CHE 232,BIO 155,4062,3027,126,92,0.745199409,0.73015873,0.015040679
EES 110,MA  111,1463,1254,114,96,0.857142857,0.842105263,0.015037594
HON 252,UK  101,975,970,248,243,0.994871795,0.97983871,0.015033085
SPA 103,HIS 104,2557,2319,37,33,0.906922174,0.891891892,0.015030283
PS  101,AST 191,10204,8357,454,365,0.818992552,0.803964758,0.015027794
JOU 499,JOU 304,337,325,79,75,0.964391691,0.949367089,0.015024603
GWS 200,COM 249,2338,2088,41,36,0.893071001,0.87804878,0.01502222
ENG 230,PSY 195,5894,5222,62,54,0.885985748,0.870967742,0.015018006
COM 462,COM 482,411,397,163,155,0.96593674,0.950920245,0.015016494
ARC 111,UK  101,830,745,264,233,0.897590361,0.882575758,0.015014604
HMT 320,FIN 300,228,225,71,69,0.986842105,0.971830986,0.015011119
EPE 301,MUC 158,4567,4275,38,35,0.936063061,0.921052632,0.01501043
SPA 210,PS  235,1610,1500,36,33,0.931677019,0.916666667,0.015010352
ENG 104,DSP 120,10880,9489,189,162,0.872150735,0.857142857,0.015007878
MGT 320,FIN 405,1768,1748,38,37,0.988687783,0.973684211,0.015003572
A&S 100,GEO 172,7151,5925,59,48,0.828555447,0.813559322,0.014996125
GEO 172,ARC 101,1389,1116,52,41,0.803455724,0.788461538,0.014994185
PS  101,ITA 101,7905,6498,57,46,0.822011385,0.807017544,0.014993841
STA 210,A-S 130,21054,18383,141,121,0.873135746,0.858156028,0.014979718
KHP 190,BIO 148,2749,2692,84,81,0.979265187,0.964285714,0.014979473
CIS 111,ME  151,8571,8040,52,48,0.938046902,0.923076923,0.014969979
MA  322,CS  335,2225,1668,49,36,0.749662921,0.734693878,0.014969044
BIO 315,PHI 100,3263,2768,36,30,0.848299111,0.833333333,0.014965778
ENG 210,COM 249,612,527,39,33,0.861111111,0.846153846,0.014957265
SOC 101,PHI 130,16150,13981,536,456,0.865696594,0.850746269,0.014950326
BIO 153,BIO 152,598,565,1754,1631,0.944816054,0.929874572,0.014941481
WRD 110,ANT 102,14537,12904,220,192,0.887665956,0.872727273,0.014938683
MNG 101,CIS 110,358,340,46,43,0.94972067,0.934782609,0.014938062
BIO 148,BIO 199,9816,7532,105,79,0.767318663,0.752380952,0.014937711
HIS 467,HIS 351,514,480,37,34,0.93385214,0.918918919,0.014933221
PSY 395,CHE 230,1450,1429,34,33,0.985517241,0.970588235,0.014929006
UK  100,UK  101,1187,1049,869,755,0.883740522,0.86881473,0.014925793
HHS 361,HHS 405,202,202,67,66,1,0.985074627,0.014925373
CME 395,CME 432,87,87,67,66,1,0.985074627,0.014925373
A-S 396,ISP 599,2,2,67,66,1,0.985074627,0.014925373
CHE 522,CHE 550,65,65,67,66,1,0.985074627,0.014925373
CHE 231,GEO 109,4678,4280,40,36,0.914920906,0.9,0.014920906
PHI 130,WRD 110,2566,2243,277,238,0.874123149,0.859205776,0.014917373
MA  109,PHI 100,17951,12418,687,465,0.691772046,0.676855895,0.014916151
COM 399,COM 351,933,921,36,35,0.987138264,0.972222222,0.014916041
SOC 335,SOC 342,1226,1074,72,62,0.876019576,0.861111111,0.014908465
KHP 210,KHP 120,1910,1848,190,181,0.967539267,0.952631579,0.014907688
CIS 111,SPA 202,11446,10779,41,38,0.941726367,0.926829268,0.014897099
AEN 103,LA  206,47,43,40,36,0.914893617,0.9,0.014893617
PS  235,UK  101,3464,2782,340,268,0.803117783,0.788235294,0.014882489
ENG 102,PHI 100,1172,1022,42,36,0.872013652,0.857142857,0.014870795
PS  101,FR  103,5871,4834,47,38,0.823369102,0.808510638,0.014858464
CS  499,MA  322,754,742,65,63,0.984084881,0.969230769,0.014854111
B&E 327,FIN 300,127,126,88,86,0.992125984,0.977272727,0.014853257
PHI 305,FAM 251,1721,1580,31,28,0.918070889,0.903225806,0.014845083
WRD 110,AMS 250,16026,14196,124,108,0.885810558,0.870967742,0.014842816
ENG 332,ENG 331,449,379,41,34,0.844097996,0.829268293,0.014829703
KHP 120,PSY 100,5064,4753,564,521,0.938586098,0.923758865,0.014827233
UK  101,ASC 101,26668,25032,512,473,0.938653067,0.923828125,0.014824942
COM 252,PHI 120,11248,10133,509,451,0.900871266,0.886051081,0.014820185
DHN 474,DHN 311,193,192,100,98,0.994818653,0.98,0.014818653
KHP 110,MA  111,1974,1827,56,51,0.925531915,0.910714286,0.014817629
MKT 300,A-H 106,16129,14807,62,56,0.918035836,0.903225806,0.01481003
A&S 350,MGT 309,3189,3054,35,33,0.95766698,0.942857143,0.014809837
MA  201,LIS 510,2256,1950,113,96,0.864361702,0.849557522,0.01480418
CIS 112,PS  101,2248,2165,58,55,0.963078292,0.948275862,0.01480243
NFS 241,ECO 201,1074,958,171,150,0.891992551,0.877192982,0.014799569
EQM 490,MKT 300,387,381,33,32,0.984496124,0.96969697,0.014799154
KHP 190,EDP 202,3450,3380,57,55,0.979710145,0.964912281,0.014797864
ANT 160,NFS 101,6437,5767,143,126,0.895914246,0.881118881,0.014795365
MKT 300,ISC 497,16272,14948,52,47,0.918633235,0.903846154,0.014787081
ACC 301,MGT 320,3126,2246,81,57,0.718490083,0.703703704,0.014786379
FIN 410,ACC 302,516,494,1045,985,0.957364341,0.942583732,0.014780609
HSM 241,BIO 208,1487,1439,85,81,0.967720242,0.952941176,0.014779066
EDS 548,EDC 329,100,97,67,64,0.97,0.955223881,0.014776119
MKT 330,MKT 320,816,806,185,180,0.987745098,0.972972973,0.014772125
ENT 110,ISC 161,1614,1383,38,32,0.856877323,0.842105263,0.01477206
PSY 459,PSY 216,1217,1056,34,29,0.867707477,0.852941176,0.014766301
STA 210,CPH 203,14717,12770,34,29,0.867704016,0.852941176,0.014762839
SOC 339,COM 249,3320,2954,80,70,0.889759036,0.875,0.014759036
SOC 101,FR  102,18776,16219,53,45,0.863815509,0.849056604,0.014758905
MUS 303,MUC 163,425,387,48,43,0.910588235,0.895833333,0.014754902
KHP 210,CHE 104,1018,985,106,101,0.967583497,0.952830189,0.014753308
BIO 148,PGY 206,9786,7504,121,91,0.766809728,0.752066116,0.014743612
EDC 322,SEM 337,1,1,882,869,1,0.985260771,0.014739229
FR  103,MA  111,1030,907,82,71,0.880582524,0.865853659,0.014728866
HIS 122,ECO 201,925,799,106,90,0.863783784,0.849056604,0.01472718
SOC 101,RUS 270,12509,10731,51,43,0.857862339,0.843137255,0.014725084
PGY 412G,KHP 546,2106,1318,36,22,0.625830959,0.611111111,0.014719848
ME  325,STA 381,1575,1339,79,66,0.85015873,0.835443038,0.014715692
AN  322,FIN 410,570,560,31,30,0.98245614,0.967741935,0.014714205
CLD 305,CLD 340,201,169,69,57,0.84079602,0.826086957,0.014709063
ID  321,ID  364,4,4,68,67,1,0.985294118,0.014705882
RTM 425,MAT 414,129,129,68,67,1,0.985294118,0.014705882
COM 252,SOC 350,11637,10478,35,31,0.900403884,0.885714286,0.014689598
KHP 450,KHP 473,201,188,63,58,0.935323383,0.920634921,0.014688462
A-S 280,PS  210,3180,2819,39,34,0.886477987,0.871794872,0.014683116
ACC 202,A-S 280,7547,6364,70,58,0.843248973,0.828571429,0.014677545
STA 291,ENG 102,5563,4872,36,31,0.875786446,0.861111111,0.014675335
ANA 209,MUS 123,4174,2983,40,28,0.714662195,0.7,0.014662195
FAM 251,ECO 201,2611,2348,208,184,0.899272309,0.884615385,0.014656925
BIO 152,NFS 212,4157,2913,223,153,0.70074573,0.686098655,0.014647075
MA  111,GEO 160,13592,11468,275,228,0.843731607,0.829090909,0.014640698
GEO 130,PSY 195,4233,3146,70,51,0.743208127,0.728571429,0.014636698
CPH 203,CPH 201,898,847,70,65,0.943207127,0.928571429,0.014635698
MA  193,GEN 100,9885,7386,86,63,0.747192716,0.73255814,0.014634577
STA 381,CE  381,1869,1616,80,68,0.864633494,0.85,0.014633494
B&E 103,ANT 160,3432,3422,57,56,0.997086247,0.98245614,0.014630107
CE  508,CE  531,244,238,51,49,0.975409836,0.960784314,0.014625522
CE  471G,CE  341,775,753,93,89,0.971612903,0.956989247,0.014623656
ANT 220,PS  101,1320,1184,34,30,0.896969697,0.882352941,0.014616756
AEC 309,AEC 301,165,148,34,30,0.896969697,0.882352941,0.014616756
MUS 100,ISC 491,15456,14110,59,53,0.912914079,0.898305085,0.014608994
